task_id	task_path	qualifying_status_evidence	extracted_resolved_commit_ids	baseline_ancestry	unresolved_non_commit_tokens	disposition_or_canonical_reference
T-0041-final-project-security-gate	build-protocol/tasks/T-0041-final-project-security-gate/TASK.md	Status: Complete - integrated, post-merge verified, remotely synchronized, and cleaned up	39f2c6f7b8a79ac899bc9ea835042519e37855dd,869a225dd1dc9b5d75e242effcfee00155f48e55,5714e97c69b921fef6bc69e1e13ef07f772e49cb,19728018f681d7acf6ba50ac1bb8d78b90de5710,ffd8549e104a531dae0017363008637fbe54a765,5a165d07f08d445bd36b27ee6694d8ac54802be2,b4274b06918c49d572bbd881755b16f715806ae3,113934d24f98ac8b763a8b521cc10f38a60cdebf,6f45be80655bf36b9455d4696c263e8647ecf35a,732409ffd9da2e86c6521c2733c356728d097d60,ed1d26c16cf18045afe0d12196a1ea79f2d48ec3,430b1eafc3fc8175e497e4d1149eee8fd175a092,173bf3b4b5984442e21575376cf59ff0def2735d,45fd558342d05a53d032167d602f5c93f602dfb4,c91d8bb5d55af9b4709999b3e0ea71d7289966ca,5f5fbd744a0af85daffae3fb9dca91f1f94491ac,d22946d2f1d3931d5a5b3a30c10fc03698ac6146,a0f40f043057275f3a52a13bac81045f10c8ac73,74665f829ad28f6c87696d1c9b88e35fa8faa19f,0d8135aa42a4be51fb79dfeaec914dda0bd5930a,182f2f960b2b880efbcbddbf015d357974451cdd,fe207c7e5292849329f226662944a6fe2fe2e72c,4b7b35411a051aab36b2bc5f5ea239c953412c28,569346555a18868d20febe302ac0ce97d9e03211,4e78f73f442ce4e2669f757d54ff84ddfffefd3e,68d54fc623f316cc23f45538523f88609e7f51fe,5dff87c18b55de9ffc09cc255c2975dae98dcbca,b70ecb08138d8507d5dd9b3ac430ac01cbbfac94,ac74c574e0c476986a7689ceb7ad5fe5454004db,05ed310965755af83ba771d1bb45be5088d03ede,fa5e4b654c35af6c2bfd3481aa8eefd390ce3201,44d5a140357fd95044a9223e40e77888cb7c130a,cbad2d7865ba2c4c61abb6425fa3e5b26791f2d4,6791185d146bea5e9067b8e273c935e2106dbfd7,0b7fa354562d7599bd63621ef6a5f44695506cc1,2da01c9067e08245b7d8c7ee68f596914696fa2b,b9f1ea58002a24f4af98cfb5f6168ed208a7347f,05d218dbf2d5f9786201d5ebc573df6c6d447aff,c7f8a90128099395da8901a0d05cff7a726b589b,1ba74c5cbc6dd2f2b0190e739eb369cc14166812,fdd9da0af9071c5815c7f212e3c002fb1195fdbd,a5039140bf6f6c27a827a8e1619bf11b30a485ac,d72e264e95acdbb123361d0b2989352e0a2e16d9,da730e0479d3c1b202895d94abd265b0c2ce3184,ace8b0c31784b11ddb57e4428303fb8b9b8c27de,be925aa32a5108950e3c7156f78234a062de3aaa,4b3c30cd10b25e985096c7e0aafda15323078d70,031f497eb5e66f453d26cbdf4d40710001834b12,cfd8658a9d45c79b98fdfb74401297481b25d521,f37c38016196f9a8a622f78f2987d82a8a83e07c,deac219862b403f1deed44c62fbbf8122e2d44ef,6f0ea76eca132c8a790115273307585c7179889b,836ff533dceaae295c6e1a27e6491e5c98cf5747,255c26c133b9f4716c4c31689af10062802aa455,9cf1993287de8d916356e81894092638098266a6,a0b7993c9b6ee3ae680714292a1386dfdd9ca6a8,3a6026a4763d8356e2be5d6106614c2d5c56ee5b,caf59f582c2164d025a0294070571ac7296c5e2d,93d4dff90fc238702cdc19c1efd3c29cb6c72d8a,f3006a14e35517f2bc068b9b29a61fb60bd042ce,9694fb861146b9495a4d82d59a2f36623bff11cc,cbe3bf533448c00d17cb28d00bdf7fe5c551c8cf,a70a9d019efa8c6490f1238ab9bd80ec5569a531,feb7b764a2a67cf2e361105d62b233b3a99ee872,1e47e351118174d85e419d3c08c9adb2ee80f83b,6771c71e27d606b93d522b77d9988de1f1e77317,9a3ce8f8ab27547be1566f62f7fda6913660d5fb,337ed3802307851e496ba0ef1b45612123cd48fb,621bf2b2b7ceef925cba1e2d818db476848015fe,c0bebd10ff5baa87eb7c61232b9b8faf9ac0dcc0,4e8ca55192b5708be1656ead57b0e070e928dcf0,7f042485f71cee9464185c24314dacb9964a7d22,1ba204ef9fdfd38ed89e5584f76b2a5027ef2db2,9bc571cfba47ae818c1eff607926ef73ce816f36	all-resolved-commits-are-baseline-ancestors	019f62d7,61d25dff9e23,019f62cb,d1ba22ff48c4,019f62e5,7f7991ffe7a5,ffffffff,019f6326,cb126e2a8b3f,019f6329,177f5e01deca,825e15f837f4,019f6328,9c7151aee82d,019f633d,bf42a589a6db,4fcae0beeeed,dd17692f4252,019f633f,8cd8f3dea9c0,019f6354,46180b16e05c,aced62f14e6d,6967eba71850,019f6356,3166033fdea6,019f6367,f8629e98e664,1d49c24d0a7e,af00b5711d4b,019f6369,31f3a390de96,019f63af,32123ff926a9,6ec6a2bd6138,019f63b1,a95d39e9c868,5dbef9a5684d,019f63cf,30ddeba05379,929936409252,3405844fae99,019f63d2,50ba4e2a1a95,019f63e2,afe45db0c852,933f733d1a98,9fbca2ac27d1,019f63e4,02076c8f6bee,019f63ea,4f6f704b119b,019f63f4,9f626ee6bf28,019f6407,3829fd813fde,1614d780e33f,8f963766b6df,019f6409,0ad9fa094812,019f6416,ded1eb50e4a3,043968dfeeb3,ea36620c6afd,019f6418,dc3eaaf94c91,019f641c,e1354130ec56,019f6432,f1760b376bd7,660f6f61ee1f,ab296761a92a,019f6434,4b127fbb5b32,019f6447,a369ee72532e,0ac7487e2915,50ad057aee45,019f6449,51e6f855e02a,019f6457,c8f1810ca278,6ea33d4f400a,cc3468d806de,019f6459,86c472a0e132,019f645f,c8c1cc59329b,019f646c,faed12248409,fc382b6b2b28,2a94d6b0be96,019f646e,a7b1f5cf541c,019f6473,998ef9bdd43a,2147483647,019f647d,14ad056f5489,019f6491,002b3886ef8d,a58ad685e7f9,683315ef695f,019f6492,4c55c26aa939,019f6498,2542e1f36431,019f64ab,1d0a68d054e2,29e4f5ec9c17,9903f64dee03,019f64ad,950c6b1b2f7b,019f64b3,d6df74a2411c,019f64c3,984bd75e3605,4c5a466508b5,adc45de972d1,019f64c6,e427c5c850da,019f64cd,908620ad0565,019f64d9,a8a80886361b,6dceb485ebb9,dc73260feb7e,019f64db,c5e73381b966,019f64e1,5a62005c7b11,019f64ef,db07d66cf461,fc966a67fd9c,b06708c22450,019f64f1,3955be772701,019f64f8,5792d886d8ad,019f6507,fe7fdc49606f,a65a29b7953d,ca077c76e0c1,019f650a,f414b04fcde9,019f651b,5d724ed0ff48,182a7340674e,180ca449e3bd,019f651d,0aa0b612743a,019f6534,4076ed9abbd6,ffd9f67fc2a4,2918b0b4cf3e,019f6536,173bae2354cb,019f653b,f35ad44270d2,019f6555,25f04763a446,abc7e6c7e279,813d44d5fa24,019f6557,4bdf0a09ea79,019f6567,f5622771c8d2,019f656c,3f4bb8151057,019f6575,3ef51476c44b,019f658b,88d275dcd054,33554432,019f65a4,9fa1c69621ec,11e419328364,019f65a6,8393ee0648bf,57e9bb9b8e46,019f65a8,1a3b4877e13f,019f65ae,d3ddfbc785d7,019f65b3,a9ede2224dda,019f65eb,cada7d23c056,019f65f6,882113a53f9e,019f660c,3ba26c100799,7c20c88a959f,24c1243c3030,172d5316e831,019f6635,6f2a365ff5c6,b31f79313cfd,8fdc2ecadeb6,019f6636,6ce36ae87e54,019f664b,6d3df4e85ea8,776b9bd58c1e,01f285973de3,019f6665,f9fd1fb4eea4,8ffe3902836c,b2e07cced2b4,019f6677,8f2098259dc1,9216cc3a1325,143d3b9d4295,019f668d,6e2335d80b6c,003979feacb2,132e8c17e065,019f669f,5d8d17057b61,57e7c3836328,22e1ac904d93,019f66a7,3eb1c791bf46,52bd8b68cbb3,642a463d17b8,019f66ab,7052210d7ff9,019f66b8,930f2e5b7f57,019f66d4,8fbc34723e23,a89381d2b46f,019f66e3,9eacff8b49ce,fee4cc90d4cf,019f66ee,67d365074303	baseline@e6bdc0653a55c5c09a1af3742e74626b81c43217
T-0042-release-readiness-project-closure	build-protocol/tasks/T-0042-release-readiness-project-closure/TASK.md	Status: Complete - integrated, verified, remotely synchronized, and cleaned	7678d36c22d81effdfefe2981b2253e68f959221,4e5d9c662a649e0752e8f7a08d0e54a25a3902da,e52183ab65337da24378dd32a8e440948feb939e,db7dc05bc89e9e795602c51c1f469512cc763dfd,4d2d07768503b6f1f55e88b19d5d384fa17e2b2a,15b5ef383dc63c7ccfc94709400375ccc3591ba8,278647baf53a15a4c8d041b56d733ef0abe05f38,2a7e4652ae66116bc390879bd46fcad860508f14,b3bb4adb461c74ac6682e3e6120689fe6ca04f8b,40d48f1b1f0724e8e2f9ad68ea84652929ba8a84,05e256aae02d8353b580fc3d31f8c18682a8f500	all-resolved-commits-are-baseline-ancestors	019f6718,e83591cba9ca,cceeded,019f6737,3cfb9cd34831,160b434de111,475534730170,019f6741,6ef588d9716b,1adb22f6e656,9e274ad3754f,019f6749,9912ef368c15,efc093954ed1,019f6752,170a6289c57c,019f675d,17aa57499b34	baseline@e6bdc0653a55c5c09a1af3742e74626b81c43217
T-0043-zeromq-multipart-upstream-research	build-protocol/tasks/T-0043-zeromq-multipart-upstream-research/TASK.md	Status: Complete - integrated, verified, remotely synchronized, and cleaned	c9a558715b7d273aa3888f616777dd209e5d67aa,529d01bb931b6d13a3ced689bb969d47b83b6625,9038eb7787289466722291298797e7e376f76dcb,31fc4bbe81c6cd92491db844d13bb0da15a596a6	all-resolved-commits-are-baseline-ancestors	-	baseline@e6bdc0653a55c5c09a1af3742e74626b81c43217
T-0044-first-class-domain-rejections	build-protocol/tasks/T-0044-first-class-domain-rejections/TASK.md	Status: Complete - integrated, verified, remotely synchronized, and cleaned	1aa345ae25de9ca392310a4d7fa036a5ab2f8ec8,e5147c3a0442b5f71c74c5bd3bdaa68947f7ea36,744913433ccc37332c444e4890935fbdd28fefcd	all-resolved-commits-are-baseline-ancestors	019f6a9d,0a4e981ad373	baseline@e6bdc0653a55c5c09a1af3742e74626b81c43217
T-0045-project-management-load-test	build-protocol/tasks/T-0045-project-management-load-test/TASK.md	Status: Complete; committed and ready for remote synchronization	-	no-resolved-commit	-	record-only/no-commit-evidence
T-0046-firestore-storage-extension	build-protocol/tasks/T-0046-firestore-storage-extension/TASK.md	Status: Completed, merged, post-merge verified, and pushed	1d4d94c5f2b12acc1521876d7f5aa5b6ee4563f6,cca9978eadb36b696d6f495a571c82ee287a4dd2,12ed11e8c0773d963a4769c9978c464d7e3c6ec1	all-resolved-commits-are-baseline-ancestors	-	baseline@e6bdc0653a55c5c09a1af3742e74626b81c43217
T-0047-core-jvm-ts-extra-concepts-analysis	build-protocol/tasks/T-0047-core-jvm-ts-extra-concepts-analysis/TASK.md	Status: Complete; committed and ready for remote synchronization	-	no-resolved-commit	-	record-only/no-commit-evidence
T-0048-project-management-coverage	build-protocol/tasks/T-0048-project-management-coverage/TASK.md	Status: Complete; integrated, post-merge verified, and remotely synchronized	6262fe939815a43efed62a949faf95b64420cd1a,2aca4dc11d5f2367263e4f0ddf62c84d772bc427	all-resolved-commits-are-baseline-ancestors	-	baseline@e6bdc0653a55c5c09a1af3742e74626b81c43217
T-0049-user-guide-datastore	build-protocol/tasks/T-0049-user-guide-datastore/TASK.md	Status: Completed, merged, post-merge verified, and pushed	f421b7e3c4f0cca9b72b0a5db7352ccc019e1d06,659a13f7c2157a50371af147f2112b12b3595ae9,a619457727790fa90670b8f6a5cc6aeae39a1bee	all-resolved-commits-are-baseline-ancestors	-	baseline@e6bdc0653a55c5c09a1af3742e74626b81c43217
T-0050-convergent-review	build-protocol/tasks/T-0050-convergent-review/TASK.md	Status: Completed, merged, and post-merge verified; closure record requires	92a0ab98ec536bf34f3068fcda543b0b7d0983c5,5564729d543d87defd8cc390c64554a07f25fa5f,fb1b9088e41d1b580f34655f96308127491f09be	all-resolved-commits-are-baseline-ancestors	b569d834176ceb293ab63820ee8d94bcec6aa5db	baseline@e6bdc0653a55c5c09a1af3742e74626b81c43217
T-0051-storage-rdbms	build-protocol/tasks/T-0051-storage-rdbms/TASK.md	Status: Complete; merged to main, post-merge verified, and pushed	1a33114712513aeac56c707d7da035c581ab8e3e	all-resolved-commits-are-baseline-ancestors	1b778327a6d24c9834102af86e18f9c532b8ac98	baseline@e6bdc0653a55c5c09a1af3742e74626b81c43217
T-0052-jvm-feature-parity-wave-1	build-protocol/tasks/T-0052-jvm-feature-parity-wave-1/TASK.md	Status: Planning packet accepted, merged, verified, and pushed; T-0053/T-0054 integrated, T-0055 next	322cf2984d9c48462b37e723607727387ada6d63,6d2c4a11e3e300dddad8ea4a4f7eb427147da06f,ed63277c82ee388171a46731ec6aca98ac4c298b	all-resolved-commits-are-baseline-ancestors	a408b0d70dafd603efc55b89c8b4b6f3e8c19d3b,21f2901f393e552208b97166f4eaeb942f9f5172	baseline@e6bdc0653a55c5c09a1af3742e74626b81c43217
T-0053-frozen-protobuf-intake	build-protocol/tasks/T-0053-frozen-protobuf-intake/TASK.md	Status: Complete, reviewed, integrated, post-merge verified, and pushed	2bdbc903ba895e461448c0110d076f89a724ef76,2ea8144fdcf5b382b55a01770003813c3412b2c4,42e375e70ddad4e98056098203eb374bb8508db5,4e3a68a9ff7fcd3df59cecc40e7025d42e4f4e5c,7db798dc6bd080d32f22fcffb37c36acb06dbd84	all-resolved-commits-are-baseline-ancestors	a408b0d70dafd603efc55b89c8b4b6f3e8c19d3b,21f2901f393e552208b97166f4eaeb942f9f5172,57d3dd98fea8efcdc4a3843f91143acc2dce87dc,91d52690603722a4fb2a49dc9a77b0e06e7a0d56	baseline@e6bdc0653a55c5c09a1af3742e74626b81c43217
T-0054-transactional-entity-update	build-protocol/tasks/T-0054-transactional-entity-update/TASK.md	Status: Complete, reviewed, integrated, post-merge verified, and pushed	09d405d31027de4aa1868329194e2e59c1469eb6,0a22178b5170cf7e626d58ded6793775a4e35b03,ad6499c32dec300c3468c5e67196410a55132821	all-resolved-commits-are-baseline-ancestors	-	baseline@e6bdc0653a55c5c09a1af3742e74626b81c43217
T-0055-server-environment-singleton	build-protocol/tasks/T-0055-server-environment-singleton/TASK.md	Status: Complete; integrated, post-merge verified, and pushed	a079c900c33945d69814bbc1388adbdebd978cf0,b374ac711d673e3616ca7ea1c586c10e7946e351,8b1990f4e3e335ea08bfbbc7217074ae8accd688	all-resolved-commits-are-baseline-ancestors	-	baseline@e6bdc0653a55c5c09a1af3742e74626b81c43217
T-0056-projection-column-model	build-protocol/tasks/T-0056-projection-column-model/TASK.md	Status: Complete; integrated, post-merge verified, and pushed	55b460b6c11bc2597278194eb5275bcb19dea8b9	all-resolved-commits-are-baseline-ancestors	-	baseline@e6bdc0653a55c5c09a1af3742e74626b81c43217
T-0057-projection-query	build-protocol/tasks/T-0057-projection-query/TASK.md	Status: Complete — integration pending	eb810f4832d55da7aa4fb3ee6c328c78625c6f56	all-resolved-commits-are-baseline-ancestors	-	baseline@e6bdc0653a55c5c09a1af3742e74626b81c43217
T-0058-client-facade	build-protocol/tasks/T-0058-client-facade/TASK.md	Status: Complete	9a247c77137a6f9fed6539b5b9ea8068dafff51a	all-resolved-commits-are-baseline-ancestors	-	baseline@e6bdc0653a55c5c09a1af3742e74626b81c43217
T-0059-client-subscriptions	build-protocol/tasks/T-0059-client-subscriptions/TASK.md	Status: Complete	11a549259aedd8b464e85890e3a486433077685d	all-resolved-commits-are-baseline-ancestors	-	baseline@e6bdc0653a55c5c09a1af3742e74626b81c43217
T-0060-runner-neutral-black-box	build-protocol/tasks/T-0060-runner-neutral-black-box/TASK.md	Status: Accepted for integration	de0a5867923bdc7cadd372d1c88b4f1827ecc57e	all-resolved-commits-are-baseline-ancestors	-	baseline@e6bdc0653a55c5c09a1af3742e74626b81c43217
T-0061-public-delivery	build-protocol/tasks/T-0061-public-delivery/TASK.md	Status: Accepted for integration	3f284a4a783cbdb390964a312b09d5facc00648c	all-resolved-commits-are-baseline-ancestors	-	baseline@e6bdc0653a55c5c09a1af3742e74626b81c43217
T-0062-delivery-client	build-protocol/tasks/T-0062-delivery-client/TASK.md	Status: Complete; reviewed and fully verified before integration	dee92556fa9bc27e779137286786dee4981d780b	all-resolved-commits-are-baseline-ancestors	-	baseline@e6bdc0653a55c5c09a1af3742e74626b81c43217
T-0063-delivery-scheduler-supervisor	build-protocol/tasks/T-0063-delivery-scheduler-supervisor/TASK.md	Status: Complete — integrated, post-merge verified, and remotely synchronized	f2558ec51ef509ed2c0796655c7699c2608cac5e	all-resolved-commits-are-baseline-ancestors	-	baseline@e6bdc0653a55c5c09a1af3742e74626b81c43217
T-0064-in-memory-delivery-server	build-protocol/tasks/T-0064-in-memory-delivery-server/TASK.md	Status: Complete; integrated, post-merge verified, and pushed	3693d93f610df0fe7d602a2f91c3df55645d49fb,96f7cc3137f62694367569fe9bf0a3e71ac415b6	all-resolved-commits-are-baseline-ancestors	21f2901f393e552208b97166f4eaeb942f9f5172	baseline@e6bdc0653a55c5c09a1af3742e74626b81c43217
T-0066-multi-machine-delivery	build-protocol/tasks/T-0066-multi-machine-delivery/TASK.md	Status: consolidated review corrections complete; affected re-review ready.	93ebf8808ebbdcc8e48348107fbc2179505dc8d4,d6a5921b7defac4b3c1733547beeda0c70f670bf,6d35cc985e82cd5e7d63234f5707244cc7c79ddd	all-resolved-commits-are-baseline-ancestors	-	baseline@e6bdc0653a55c5c09a1af3742e74626b81c43217
T-0066a-supervisor-empty-run-coalescing	build-protocol/tasks/T-0066a-supervisor-empty-run-coalescing/TASK.md	Status: complete review-wave correction implemented; focused re-review ready.	93ebf8808ebbdcc8e48348107fbc2179505dc8d4	all-resolved-commits-are-baseline-ancestors	-	baseline@e6bdc0653a55c5c09a1af3742e74626b81c43217
T-0067-wave1-closure	build-protocol/tasks/T-0067-wave1-closure/TASK.md	Status: complete; integrated and post-merge verified.	893d87563e7020584efa35f12c3fe46e8a665ef7	all-resolved-commits-are-baseline-ancestors	a408b0d70dafd603efc55b89c8b4b6f3e8c19d3b,21f2901f393e552208b97166f4eaeb942f9f5172	baseline@e6bdc0653a55c5c09a1af3742e74626b81c43217
T-0067a-client-core-reference	build-protocol/tasks/T-0067a-client-core-reference/TASK.md	Status: closed; merged and post-merge verified on `main`.	4e3b43d6d7eb82937372b38b5f849ff5fe25d0b8	all-resolved-commits-are-baseline-ancestors	-	baseline@e6bdc0653a55c5c09a1af3742e74626b81c43217
T-0067b-dev-audit-refresh	build-protocol/tasks/T-0067b-dev-audit-refresh/TASK.md	Status: closed; merged and post-merge verified on `main`.	b45a46553431d12de05d82b0a7b2b8fdd0437773	all-resolved-commits-are-baseline-ancestors	-	baseline@e6bdc0653a55c5c09a1af3742e74626b81c43217
T-0068-jvm-feature-parity-wave-2	build-protocol/tasks/T-0068-jvm-feature-parity-wave-2/TASK.md	Status: Complete	-	no-resolved-commit	-	record-only/no-commit-evidence
T-0069-package-namespace	build-protocol/tasks/T-0069-package-namespace/TASK.md	Status: Complete	-	no-resolved-commit	-	record-only/no-commit-evidence
T-0070-shared-history-storage	build-protocol/tasks/T-0070-shared-history-storage/TASK.md	Status: Complete	-	no-resolved-commit	-	record-only/no-commit-evidence
T-0070D-datastore-history-adapter	build-protocol/tasks/T-0070D-datastore-history-adapter/TASK.md	Status: Complete	-	no-resolved-commit	-	record-only/no-commit-evidence
T-0070R-rdbms-history-adapter	build-protocol/tasks/T-0070R-rdbms-history-adapter/TASK.md	Status: Complete	-	no-resolved-commit	-	record-only/no-commit-evidence
T-0071-repository-history-cutover	build-protocol/tasks/T-0071-repository-history-cutover/TASK.md	Status: Complete	-	no-resolved-commit	-	record-only/no-commit-evidence
T-0072-generic-entity-query	build-protocol/tasks/T-0072-generic-entity-query/TASK.md	Status: Complete	608fb80ad3032ce61538158576e498a32b34125d,69d43c0a55953c5761145859bb36cef618ef2942,74d0192ab099cedbbd9e91bada741be1a34e9d2d,bfa2418ff55776417545e031f815e7033d57371e	all-resolved-commits-are-baseline-ancestors	-	baseline@e6bdc0653a55c5c09a1af3742e74626b81c43217
T-0073-proto-model-tooling	build-protocol/tasks/T-0073-proto-model-tooling/TASK.md	Status: Complete	5240b44f78c817613e42c46d1407edf9688d4157,7eb1a616595a132218b4e76491c6b5bf95750bf4	all-resolved-commits-are-baseline-ancestors	-	baseline@e6bdc0653a55c5c09a1af3742e74626b81c43217
T-0074-wave4-browser-interoperability-plan	build-protocol/tasks/T-0074-wave4-browser-interoperability-plan/TASK.md	Status: Complete	-	no-resolved-commit	-	record-only/no-commit-evidence
T-0075-wave4-browser-interoperability	build-protocol/tasks/T-0075-wave4-browser-interoperability/TASK.md	Status: Complete	470cd41f3f3f15be4c8df5ba0dad7c01b452fa72,771058901e932f1ecd4df7e90a6a53079b8406f9	all-resolved-commits-are-baseline-ancestors	-	baseline@e6bdc0653a55c5c09a1af3742e74626b81c43217
T-0077-dirty-worktree-recovery	build-protocol/tasks/T-0077-dirty-worktree-recovery/TASK.md	Status: Accepted for integration.	f826acec616699340653e9445f096af144f3dc16,def03a41dc187205ede71c1101afba05a7f603f4,39e64841f54f08455fd22c92ddb349fee600f76e,5240b44f78c817613e42c46d1407edf9688d4157,470cd41f3f3f15be4c8df5ba0dad7c01b452fa72,608fb80ad3032ce61538158576e498a32b34125d	preservation-only-or-mixed	-	baseline@e6bdc0653a55c5c09a1af3742e74626b81c43217; rescue/dirty-root-20260729 (preservation-only/non-integration)
T000-autonomous-process-bootstrap	build-protocol/tasks/T000-autonomous-process-bootstrap/TASK.md	Status: Historical/closed	-	no-resolved-commit	019f09b8,9f28f5696b46	record-only/no-commit-evidence
T001-repository-tooling-bootstrap	build-protocol/tasks/T001-repository-tooling-bootstrap/TASK.md	Status: Historical/closed	-	no-resolved-commit	-	record-only/no-commit-evidence
